timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p,param_phi_n,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC,selection_cond_var_median,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
2026-06-17T12:40:48,2,1,20001,"ARX(2,1)",-170.1595022936935,364.319004587387,404.76666092491894,True,0,0.9642102615069188,0.0368078188769032,0.6381231002196723,0.3042557205927021,0.0995451616797124,0.6703663647746435,0.2196139962779285,0.5431230747441963,0.0998030895636901,0.2586642620054575,0.5588538182798842,0.1466342158703506,,-170.15950229419263,364.31900458838527,404.7666609259172,0.24912463565302925,2.769780889569055,3.2500921922242734,5.862854683748518,0.07539446083714187,0.30313279881265265,2.2690085092004226,0.1565581612544751,0.9349811129933205,-0.6101107785369599,-0.027907702378593635,0.036354327305023554,0.07780636267897137,0.2039085661459336,1.2616643563059222
2026-06-17T12:42:29,2,2,20002,"ARX(2,1)",-168.6320997818934,361.2641995637868,401.71185590131876,True,0,0.0735474078983602,0.0180904797445078,0.9359426547402422,0.2965459167064511,0.026721055821334,0.6921642926257269,0.2935064171326995,0.4824075053227995,0.1203772268228508,0.2337938861286068,0.5883726644497836,0.1454400697631389,,-168.6320997841014,361.2641995682028,401.7118559057348,0.26563053050666685,1.4013852422833661,1.9396782830521324,3.3444585471349715,0.05352798667223905,0.3523121078742196,2.9506927716537374,0.1463948418926278,0.8792688920226552,-0.5474667442002249,0.0231526249626218,0.09606875166944283,0.09056196885714783,0.21011480946680905,1.0601103943524801
2026-06-17T12:43:11,2,3,20003,"ARX(2,1)",-170.15870602040758,364.31741204081516,404.7650683783471,True,0,0.9355157860246168,0.0364867440645387,0.6467479444723144,0.3053268012200027,0.0958241010749432,0.6695696309150503,0.2204531614588879,0.5423394961682227,0.0987487229634343,0.2584814767367151,0.5613127384913597,0.1460396000777767,,-170.15870602032908,364.31741204065816,404.7650683781901,0.24867275961639962,2.751823112050145,3.230630052796958,5.74989772706053,0.07516698652475365,0.3049986340948114,2.2790024727898026,0.15667198997086684,0.9317044780132075,-0.6109683093854125,-0.02729275634971612,0.036907084485649645,0.07781879469879814,0.20354897467644434,1.25978828170046
2026-06-17T12:43:53,2,4,20004,"ARX(2,1)",-170.15883909565662,364.31767819131323,404.7653345288452,True,0,0.9482048849048912,0.0366238891836595,0.643209489112748,0.305501761903697,0.0973104710144901,0.6693098030061884,0.219945565595231,0.5422181011965936,0.0990366430523247,0.2586438097684475,0.5602312605969543,0.1463936339782491,,-170.15883909565585,364.3176781913117,404.76533452884365,0.24862757371164207,2.761801074777513,3.242048637569898,5.802185149018634,0.07538128541684963,0.30545476885238687,2.278050143114701,0.15656683098734514,0.932993034831309,-0.60996771946939,-0.027765995460140788,0.03661055915296916,0.07767223224551845,0.2032743280182921,1.2581965224639202
2026-06-17T12:44:41,2,5,20005,"ARX(2,1)",-168.49412013586482,360.98824027172964,401.4358966092616,True,0,0.0595131918937935,3.2890397654205746e-05,0.9398993851922758,0.2781439043040445,0.0268319711153811,0.7218377127961199,0.3139071054646193,0.4491108659913324,0.1210565842215392,0.2030279921830524,0.6243791327581766,0.1408869997918963,,-168.49412013577276,360.9882402715455,401.4358966090775,0.2628213099634481,1.238507072035647,1.7514390544397476,2.999174694997877,0.030314901646998738,0.3823747161259491,3.5779683085140235,0.14334593379769628,0.9232339676171556,-0.5186058927617269,0.04302695559026891,0.11923563627871316,0.08981756336979903,0.2006845080205969,0.9925424700582827
2026-06-17T12:46:48,2,6,20006,"ARX(2,1)",-168.49428447562332,360.98856895124663,401.4362252887786,True,0,0.0594830555670503,5.871059579914837e-05,0.9398998693681798,0.2779978647986424,0.0268328454407949,0.7219690933779601,0.3139533697598508,0.4503256240465332,0.1206407028693374,0.2031775892035599,0.624863022181671,0.1408598223287665,,-168.49428447568243,360.98856895136487,401.4362252888968,0.26278805373268016,1.2379734647768463,1.7506134165546616,2.998300082152228,0.03015219384312659,0.38036383296610055,3.560396041245633,0.1433444305912516,0.9235570918005608,-0.5209157860622897,0.04293327808674047,0.11914932029225965,0.08987116857695555,0.20098898208818586,0.9977159322078111
2026-06-17T12:48:31,2,7,20007,"ARX(2,1)",-168.49418520919306,360.9883704183861,401.4360267559181,True,0,0.0595204830359889,5.942055222027822e-05,0.9398685425036492,0.2790126821629956,0.0268647576856609,0.7209538978689218,0.3140410067363688,0.4491356930669786,0.1210383022724373,0.2030561532893561,0.624434223642265,0.1408811780381357,,-168.49418520900718,360.9883704180144,401.4360267555463,0.2630987701256624,1.238010222999175,1.7516949725946902,2.998704217349551,0.030504233209360233,0.3828352426222298,3.5747064050556023,0.14341020563925705,0.922781859784226,-0.5181586876365049,0.043024362917429344,0.11929320026525912,0.08994225058828026,0.20106692926240455,0.9921155088711245
2026-06-17T12:50:02,2,8,20008,"ARX(2,1)",-169.18716107331537,362.37432214663073,402.8219784841627,True,0,0.0643207858151211,0.0384802157426104,0.9406595244116912,0.3297915702143111,0.0264171876623338,0.647171131110725,0.2966515934445153,0.5344881269303198,0.0920533253190914,0.1659310505251845,0.7016466353688109,0.138199357681404,,-169.1871610775985,362.374322155197,402.8219784927289,0.2779833191155714,1.3652580792597757,1.9384426391698601,3.3046325813869193,0.08291710798024095,0.3316965732677655,2.5074848277416324,0.15909384905617396,0.9325543957628594,-0.6408537935537568,0.00864014929376919,0.07853713030606939,0.11544700353605437,0.25695763570561525,1.342008263857273
2026-06-17T12:51:33,2,9,20009,"ARX(2,1)",-168.49404618042882,360.98809236085765,401.4357486983896,True,0,0.059578491355085,1.902992415335948e-06,0.9398584559362352,0.2785619302949887,0.0268445097574547,0.7214369964580339,0.3138041418562893,0.4492967364880871,0.1210119073537925,0.2031200197880941,0.6242515517310921,0.1409586197298331,,-168.4940461805578,360.9880923611156,401.4357486986476,0.262902476412229,1.2389046183958556,1.7518462321502064,3.0008845484150424,0.030328305103250686,0.3822762610424261,3.573550341362421,0.1432875195824203,0.9229016373838144,-0.518779429661106,0.04293714804911417,0.11911338945179534,0.08972521172314339,0.20066674727154718,0.9928084065418107
2026-06-17T12:52:31,2,10,20010,"ARX(2,1)",-168.50287220222936,361.0057444044587,401.45340074199066,True,0,0.0624285998916212,2.1283816394724464e-06,0.9388119419027928,0.2813288035450703,0.0268689823797511,0.7186699805680137,0.3090407945945712,0.4499313740462832,0.1239999533123861,0.2087714977813151,0.6108781834431437,0.1443634412741201,,-168.50287220235833,361.0057444047167,401.4534007422486,0.2600391644968192,1.2693109732337549,1.7857173661204002,3.0731307222691093,0.03065152275248118,0.38361098773722935,3.5262227568529814,0.14201599851920554,0.9136288718670605,-0.5167196505918409,0.040983466780390804,0.11536364077320363,0.08691295269877009,0.19747261780508218,0.9815390533764862
2026-06-17T12:53:24,2,11,20011,"ARX(2,1)",-168.49404662384575,360.9880932476915,401.43574958522345,True,0,0.0595242742807467,1.882190968045385e-06,0.9398748427357718,0.2785701172430575,0.0268480405422103,0.7214288212351119,0.3139612775346275,0.4492997153254421,0.1210300457101342,0.2030186173334963,0.6244630883686534,0.1408712839912737,,-168.4940466236214,360.9880932472428,401.4357495847747,0.2629297306213717,1.2381831286426304,1.7512934432243858,2.9987759599831105,0.030321166848984116,0.38224505101090245,3.5737494650472788,0.14334634554183118,0.9230280143508797,-0.5186991893116589,0.04301021871106771,0.11923758273845657,0.0898479221333581,0.2008661593657496,0.9930448495974981
2026-06-17T12:55:00,2,12,20012,"ARX(2,1)",-168.4941283825171,360.9882567650342,401.43591310256613,True,0,0.0595770611377799,4.611142818476437e-05,0.9398522719422164,0.278340495322208,0.0268524910675627,0.7216336533494331,0.3138908297866579,0.4489752543613495,0.121071443698205,0.2030912384242794,0.6241844862443642,0.1409813506574654,,-168.49412838227744,360.9882567645549,401.4359131020868,0.26290878701062015,1.238674323584902,1.7518816098776397,3.0000826030117964,0.030395533786273472,0.38271506199182936,3.579209929247243,0.14334560870967752,0.9230756241306083,-0.5182765333251494,0.0430167652346873,0.11923204815353132,0.08980782585897619,0.20068460257101284,0.9917944594815811
2026-06-17T12:57:11,2,13,20013,"ARX(2,1)",-168.4941100911023,360.9882201822046,401.43587651973655,True,0,0.0595198238962319,3.0650661220677305e-05,0.9398866522680144,0.2783190177448486,0.026839730608431,0.721663840818821,0.3139375875854264,0.4492486904700987,0.1210493002564858,0.203080586461062,0.6243305154458708,0.1408921313610482,,-168.49411009132737,360.98822018265474,401.4358765201867,0.2628801316915528,1.2383412563195937,1.7513572824598223,2.9989562224927337,0.030326603427979038,0.38226611304134195,3.5750659321776372,0.14335089826784517,0.9231098906719635,-0.5186859612028563,0.04301626149412777,0.11923815648808517,0.08984115505164757,0.2007924881754767,0.9929399188061693
2026-06-17T12:58:09,2,14,20014,"ARX(2,1)",-168.4942647174214,360.9885294348428,401.43618577237476,True,0,0.0596241261357065,7.394464304341844e-05,0.9398272928362652,0.278973784380878,0.0268552194171548,0.720984675237948,0.3140503484127654,0.4494627429107665,0.1211568227398339,0.2036396521182787,0.6235379611819208,0.1410073244762282,,-168.49426471742683,360.98852943485366,401.4361857723856,0.2632560315214549,1.2386561964688816,1.752050381385845,2.998262109716234,0.030509885116813365,0.38260933466972935,3.5673929921631893,0.14345630168117468,0.9223442339103997,-0.518267998227435,0.043039999470090524,0.11926545787719392,0.0899885798393705,0.20119442724147626,0.9928703614456098
2026-06-17T13:00:38,2,15,20015,"ARX(2,1)",-170.0423605027322,364.0847210054644,404.53237734299637,True,0,0.4012222290812179,0.0145130108831711,0.8479500278999863,0.3119457391999135,0.0371441318619713,0.6771758395997758,0.2161817383354421,0.5236692687674257,0.0923278861299852,0.2503801589442575,0.5698630483511898,0.1627183833751975,,-170.0423605027358,364.0847210054716,404.53237734300353,0.2447887750144272,2.809744744627665,3.320085171861552,5.211031526677559,0.04668189576500321,0.31023487705191183,2.4786385892992127,0.1503946406841912,0.885283551629015,-0.6284718185609419,-0.015292365694792615,0.04921816296674919,0.05797148044210201,0.1832643364144908,1.1724909402032042
2026-06-17T13:01:35,2,16,20016,"ARX(2,1)",-168.49445729829156,360.98891459658313,401.4365709341151,True,0,0.0593195533246331,7.085470618262207e-05,0.9399555965545136,0.2781464646007305,0.0268478830389176,0.7218134815142608,0.3145909360271539,0.4505700113187847,0.1211291217569938,0.2031240865915723,0.6247261688080478,0.1407412025144035,,-168.49445729824296,360.9889145964859,401.4365709340179,0.26308331719730826,1.2357911046931396,1.749455650641301,2.9907497276002375,0.030182716621279942,0.37996279355020834,3.5547000234955224,0.14364031550074588,0.9235415187607278,-0.5204793073112337,0.04324676510646841,0.11965894742801599,0.09042972775004099,0.20200418386670205,0.9989125217087855
2026-06-17T13:03:17,2,17,20017,"ARX(2,1)",-168.49418616279763,360.98837232559526,401.4360286631272,True,0,0.0594686769799008,7.34820110192034e-05,0.9399136452838156,0.2784223303557319,0.0268394673121238,0.7215363979052877,0.3140309810653003,0.4493676400709241,0.1210245732520898,0.2029349793246651,0.6247340489081904,0.1407664912692162,,-168.49418616305638,360.9883723261128,401.4360286636447,0.26291094106382634,1.2380010200256621,1.7512602853926391,2.997832166962493,0.030374866969852386,0.3821103481073012,3.573408404648941,0.14341223560345104,0.9232179724599685,-0.5188774955215602,0.04304216835155635,0.11928790370235415,0.08994223396596258,0.20098166842526324,0.9935669547038953
2026-06-17T13:04:51,2,18,20018,"ARX(2,1)",-170.05867261011855,364.1173452202371,404.56500155776905,True,0,0.3932257449354056,0.0005175511843266,0.8497231404236377,0.3102164014652803,0.0365039339809321,0.6893722539221571,0.2164698535349768,0.505226789882844,0.0948559035942085,0.2503429987509329,0.5670746975874937,0.1630625382957231,,-170.05867261004613,364.11734522009226,404.5650015576242,0.23947144136032766,2.7885177028633255,3.298989837883058,5.170813147923035,0.028735245137521345,0.3165251786729884,2.6833925116671797,0.144319718943873,0.8891501506260476,-0.6089940172480601,-0.0074013537108050115,0.054928674400649885,0.04814310565044005,0.16728602717125732,1.102799236304555
2026-06-17T13:05:48,2,19,20019,"ARX(2,1)",-168.49965476899706,360.9993095379941,401.4469658755261,True,0,0.0609857416026271,0.000103413262853,0.9392449705536196,0.2806146847346332,0.0268502621961089,0.7193265054584951,0.3126250893259302,0.4509896882855417,0.122765601608385,0.2090763219846874,0.6143609342581672,0.1416477658271438,,-168.4996547657782,360.9993095315564,401.44696586908833,0.26150263010828956,1.249502905831776,1.7608554952888806,3.016731117945765,0.030502877098472648,0.383329028130432,3.5143002403137804,0.14310346751421157,0.9157647209115642,-0.5154769912861075,0.042388721463866665,0.11794951112380417,0.08919056294755011,0.20048988914318067,0.990140374885664
2026-06-17T13:07:54,2,20,20020,"ARX(2,1)",-168.49417240667623,360.98834481335246,401.4360011508844,True,0,0.0594726460353675,6.720586152694813e-05,0.9398984537747722,0.2783628677202892,0.0268456977788303,0.7215994270226701,0.3140245046390741,0.4493107792590134,0.1208987937492841,0.2029530879561799,0.6247026160744674,0.1408243612939866,,-168.49417240660927,360.9883448132185,401.4360011507505,0.26287891890990395,1.237743591422245,1.7509024028710662,2.9978835441676708,0.03035901954060889,0.3821872298805059,3.5748087481108355,0.14338135005819883,0.923299188207174,-0.518857714449872,0.04302606359977561,0.11929163780996951,0.08991153077796896,0.2009131171763482,0.9934508754063831
