timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p,param_phi_n,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC
2026-06-07T23:30:15,91,28,910028,"ARX(1,1)",-171.4253677354582,364.8507354709164,401.9277537803207,True,0,0.0773366736559068,0.0226352514163053,0.9337990856175618,0.2508060019906105,0.027972246007778,0.7374775593785049,0.3026143700050248,0.4772696823050802,0.1202981354241392,0.2410841961347061,0.7354580957878475,,,-171.4253677353792,364.8507354707584,401.92775378016273
2026-06-07T23:31:55,91,29,910029,"ARX(1,1)",-172.05075577097898,366.10151154195796,403.17852985136227,True,0,1.0018150455336483,0.0369935710237252,0.5821097294694846,0.2817202445277941,0.1483100739326036,0.6954223399797538,0.2320806745165045,0.5651202887826532,0.1090221158716866,0.2622429826452131,0.6974797726306832,,,-172.050755766414,366.101511532828,403.1785298422323
2026-06-07T23:34:01,91,30,910030,"ARX(1,1)",-171.3123398561317,364.6246797122634,401.7016980216677,True,0,0.0575764951579437,0.0014424104709205,0.9448535171050836,0.2567026793709445,0.0236457338100438,0.7426323431743749,0.3134827892787795,0.422772809640001,0.123146050220749,0.2273897675103005,0.7479813575332812,,,-171.31233985596873,364.6246797119375,401.70169802134177
2026-06-07T23:35:23,91,31,910031,"ARX(1,1)",-172.0364669631968,366.0729339263936,403.1499522357979,True,0,0.941221904102007,0.0377563018596439,0.5999740327363475,0.2690713374877486,0.138136217070989,0.7079781292730709,0.2354803765925164,0.5559825804799303,0.1101421289820041,0.2657214149981661,0.694174497768333,,,-172.036466963279,366.072933926558,403.1499522359623
2026-06-07T23:36:53,91,32,910032,"ARX(1,1)",-172.0367640722265,366.073528144453,403.1505464538573,True,0,0.9528207180093948,0.0385342186012917,0.5969919679200982,0.2689121593127032,0.1390297535818851,0.7077857174167123,0.234932376476308,0.5556862800481506,0.1105310029634439,0.2648269231056057,0.6943247059825476,,,-172.03676406663735,366.0735281332747,403.150546442679
2026-06-07T23:38:39,91,33,910033,"ARX(1,1)",-171.3414896356922,364.6829792713844,401.7599975807887,True,0,0.0585205551592889,0.0016261992809475,0.9451567455316776,0.268273023049532,0.0231583480322817,0.7310022945967777,0.3092672899718998,0.4090760978949709,0.1253412479275381,0.2373521742579446,0.7324415744866832,,,-171.34148963489446,364.6829792697889,401.7599975791932
2026-06-07T23:40:07,91,34,910034,"ARX(1,1)",-172.03654076231385,366.0730815246277,403.150099834032,True,0,0.9458986209972908,0.0377175737061527,0.5982645079360779,0.2690130444685633,0.1395558003240004,0.708016727445719,0.2352977840291973,0.5574518516347685,0.1103064041318527,0.2656723227296767,0.6938167781101159,,,-172.03654075285647,366.0730815057129,403.1500998151173
2026-06-07T23:41:49,91,35,910035,"ARX(1,1)",-172.0369360090371,366.0738720180742,403.1508903274785,True,0,0.9326923553024796,0.0375865497106973,0.6022198246318223,0.2703191901703985,0.1378956870750586,0.7066841417324182,0.2358186181157058,0.5580140483323295,0.1092131266921908,0.2650142888049364,0.6962099801895011,,,-172.03693600922432,366.07387201844864,403.15089032785295
2026-06-07T23:44:55,91,36,910036,"ARX(1,1)",-125.03007338561936,272.0601467712387,309.137165080643,True,0,3.2476174222285774,0.0916841982628911,0.9686419532076088,0.2748655287564626,0.0130603499257187,0.5626761354039713,0.035452791208634,0.173188585142337,0.1119676251663939,0.3662887179797927,0.5908780923526218,,,-125.0300733855932,272.0601467711864,309.1371650805907
2026-06-07T23:46:31,91,37,910037,"ARX(1,1)",-172.0383692579031,366.0767385158062,403.1537568252105,True,0,0.9524957828968198,0.0396818471717039,0.5978754070167327,0.2690986283910903,0.1387117508313703,0.7063879415352494,0.2346992950631987,0.5641669978172289,0.1083686671802162,0.2653533883682608,0.6965600638977385,,,-172.03836925777057,366.07673851554114,403.1537568249455
