seed,draw,mean_type,success,status,loglik,AIC,BIC,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_eligible,selection_reason,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_variance_bound,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_shape_max,selection_max_p_t,selection_max_n_t,selection_sigma_min,selection_persistence_p,selection_persistence_n,selection_uncond_var_ref,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max
1,11,"ARX(1,1)",True,0,-170.06438257169168,360.12876514338336,393.83514542465997,-170.06438257127036,360.1287651425407,393.8351454238173,-170.06438257169168,360.12876514338336,393.83514542465997,-4.21323420596309e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,40.130639792485816,40.130639792485816,3.0750959311569144,0.1841012108230894,0.8189579631107504,0.8189579631107504,0.07851404744120911,0.1642986472362942,0.2462239812673324,2.6454403222383673,9.540949854607399e-08,1.4005221287223706e-06,95409.49854607398,1400522.1287223706
1,12,"ARX(1,1)",True,0,-170.0646760238556,360.1293520477112,393.83573232898783,-170.06467602415853,360.12935204831706,393.83573232959367,-170.0646760238556,360.1293520477112,393.83573232898783,3.029185791092459e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,40.500622663020685,40.500622663020685,3.062823817692591,0.1835561290050146,0.8185653012154164,0.8185653012154164,0.07887535668910015,0.16444727768615747,0.24659045038385122,2.654328003380704,9.545394719352754e-08,1.4003416023102672e-06,95453.94719352754,1400341.6023102673
1,13,"ARX(1,1)",True,0,-170.0643778306098,360.1287556612196,393.8351359424962,-170.06437783050453,360.12875566100905,393.83513594228566,-170.0643778306098,360.1287556612196,393.8351359424962,-1.0527401173021644e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,39.826071573345345,39.826071573345345,3.070126069622951,0.1844899017877231,0.8192683294812957,0.8192683294812957,0.07828512514809162,0.1644283100017948,0.24602254992056272,2.6361674964367103,9.539948177313674e-08,1.400586114050861e-06,95399.48177313674,1400586.1140508607
1,14,"ARX(1,1)",True,0,-170.06435545148327,360.12871090296653,393.83509118424314,-170.06435545112865,360.1287109022573,393.8350911835339,-170.06435545148327,360.12871090296653,393.83509118424314,-3.546176685631508e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,39.931525243014654,39.931525243014654,3.0690143512977546,0.184363335410955,0.8190383443624714,0.8190383443624714,0.07844299486698934,0.16446276780247027,0.246186352857755,2.639625082004663,9.540943195192409e-08,1.4005706820318232e-06,95409.43195192408,1400570.682031823
1,15,"ARX(1,1)",True,0,-170.06439615620118,360.12879231240237,393.835172593679,-170.06439615585026,360.1287923117005,393.83517259297713,-170.06439615620118,360.12879231240237,393.835172593679,-3.509228463371983e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,39.824948130123566,39.824948130123566,3.0684481939497195,0.1844920405013337,0.8195968762422013,0.8195968762422013,0.07822737463184068,0.16446591567362523,0.24603938150014487,2.636176330103593,9.540604082204578e-08,1.4006379862292697e-06,95406.04082204578,1400637.9862292698
1,16,"ARX(1,1)",True,0,-170.064823716326,360.129647432652,393.8360277139286,-170.06482371415143,360.12964742830286,393.8360277095794,-170.064823716326,360.129647432652,393.8360277139286,-2.174573410229641e-09,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,40.4130009165668,40.4130009165668,3.0575069386084275,0.1831693616279718,0.8196064844067057,0.8196064844067057,0.07817716737682892,0.16402196340914488,0.24569294209554482,2.6370765296164835,9.542609945741768e-08,1.4006162050671568e-06,95426.09945741769,1400616.2050671568
1,17,"ARX(1,1)",True,0,-170.0643604186559,360.1287208373118,393.8351011185884,-170.0643604186116,360.1287208372232,393.8351011184998,-170.0643604186559,360.1287208373118,393.8351011185884,-4.4281023292569444e-11,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,39.900095127874394,39.900095127874394,3.067069829346191,0.1843757543323674,0.8192091147056288,0.8192091147056288,0.07833912378215553,0.16446440346325034,0.24610872373808318,2.637909435185808,9.539537946394203e-08,1.4005303154205177e-06,95395.37946394204,1400530.3154205177
1,18,"ARX(1,1)",True,0,-170.0643531533553,360.1287063067106,393.83508658798723,-170.06435315338112,360.12870630676224,393.8350865880389,-170.0643531533553,360.1287063067106,393.83508658798723,2.580691216280684e-11,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,40.01837041684924,40.01837041684924,3.066255294083002,0.1841538055911513,0.8190444274592767,0.8190444274592767,0.07840272392977272,0.1644338852579373,0.2461415894956324,2.639442090879849,9.539617286903666e-08,1.400513337647311e-06,95396.17286903666,1400513.3376473112
1,19,"ARX(1,1)",True,0,-170.06435441089613,360.12870882179226,393.83508910306887,-170.06435441067418,360.1287088213484,393.835089102625,-170.06435441089613,360.12870882179226,393.83508910306887,-2.219451289420249e-10,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,39.936829375268296,39.936829375268296,3.066427820540034,0.1843068776093321,0.819238159562053,0.819238159562053,0.07833819653594543,0.16443108536087073,0.24608799225115235,2.63837780506774,9.540128873541369e-08,1.4005542872333803e-06,95401.28873541369,1400554.2872333804
1,20,"ARX(1,1)",True,0,-170.06436095900463,360.12872191800926,393.83510219928587,-170.06436095900017,360.12872191800034,393.83510219927695,-170.06436095900463,360.12872191800926,393.83510219928587,-4.462208380573429e-12,True,eligible,200.0,False,-150.0,True,0.87,True,True,True,True,40.097522008776735,40.097522008776735,3.066476732757227,0.1840789825889498,0.8190508546252185,0.8190508546252185,0.07846751417587469,0.16440789400413514,0.24622272360627923,2.642594848475568,9.540182884716406e-08,1.40047896237286e-06,95401.82884716406,1400478.96237286
