seed,draw,mean_type,success,optimizer_success,loglik,AIC,BIC,selection_eligible,selection_reason,selection_bounds_ok,selection_mean_stationary,selection_loglik_upper_threshold,selection_loglik_plausible,selection_implied_variance_bounds_ok,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max
1,11,"ARX(1,1)",True,True,-184.3961774679262,382.7923549358524,406.3868211327461,True,eligible,True,True,-150.0,True,True,0.39444114196462954,0.39444114196462954,0.39444114196462954,2.6284601912157126,2.6284601912157126,2.6284601912157126,0.2810780934217995,0.2810780934217995,0.2810780934217995,0.39444114196462954,0.39444114196462954,-0.1656137261885858,-0.1656137261885858,-0.1656137261885858,0.7966489071049596,0.7966489071049596,0.7966489071049596,9.81672695639923e-08,1.4359590309919073e-06,98167.2695639923,1435959.0309919072
1,12,"ARX(1,1)",True,True,-184.39617836727373,382.79235673454747,406.3868229314411,True,eligible,True,True,-150.0,True,True,0.3945297542953858,0.3945297542953858,0.3945297542953858,2.6275476617635745,2.6275476617635745,2.6275476617635745,0.2809189066888539,0.2809189066888539,0.2809189066888539,0.3945297542953858,0.3945297542953858,-0.1657404703775181,-0.1657404703775181,-0.1657404703775181,0.7974572391945989,0.7974572391945989,0.7974572391945989,9.816131294722515e-08,1.436014267721764e-06,98161.31294722515,1436014.267721764
1,13,"ARX(1,1)",True,True,-184.3961788555993,382.7923577111985,406.38682390809214,True,eligible,True,True,-150.0,True,True,0.39455992974799986,0.39455992974799986,0.39455992974799986,2.6269972770886416,2.6269972770886416,2.6269972770886416,0.2809088062542395,0.2809088062542395,0.2809088062542395,0.39455992974799986,0.39455992974799986,-0.16584948169909491,-0.16584948169909491,-0.16584948169909491,0.7978272767644503,0.7978272767644503,0.7978272767644503,9.816193670533205e-08,1.4359650055729345e-06,98161.93670533205,1435965.0055729344
1,14,"ARX(1,1)",True,True,-184.3961774372219,382.7923548744437,406.38682107133735,True,eligible,True,True,-150.0,True,True,0.39449818047660823,0.39449818047660823,0.39449818047660823,2.627184604426198,2.627184604426198,2.627184604426198,0.281119484908361,0.281119484908361,0.281119484908361,0.39449818047660823,0.39449818047660823,-0.16559083389357038,-0.16559083389357038,-0.16559083389357038,0.7968122506834732,0.7968122506834732,0.7968122506834732,9.815707848255679e-08,1.4359882938468247e-06,98157.0784825568,1435988.2938468247
1,15,"ARX(1,1)",True,True,-184.396177868144,382.792355736288,406.3868219331816,True,eligible,True,True,-150.0,True,True,0.3944766723309845,0.3944766723309845,0.3944766723309845,2.628201474001079,2.628201474001079,2.628201474001079,0.2809928519515436,0.2809928519515436,0.2809928519515436,0.3944766723309845,0.3944766723309845,-0.1657555095291391,-0.1657555095291391,-0.1657555095291391,0.7971809413230762,0.7971809413230762,0.7971809413230762,9.815920628690704e-08,1.436020318666863e-06,98159.20628690704,1436020.318666863
1,16,"ARX(1,1)",True,True,-184.3961809888316,382.7923619776631,406.3868281745568,True,eligible,True,True,-150.0,True,True,0.3944062448263206,0.3944062448263206,0.3944062448263206,2.62866943988862,2.62866943988862,2.62866943988862,0.2812939430682881,0.2812939430682881,0.2812939430682881,0.3944062448263206,0.3944062448263206,-0.16546850198209367,-0.16546850198209367,-0.16546850198209367,0.7959327707479745,0.7959327707479745,0.7959327707479745,9.817875717297977e-08,1.4360118289349817e-06,98178.75717297978,1436011.8289349817
1,17,"ARX(1,1)",True,True,-184.3961783370709,382.7923566741418,406.3868228710354,True,eligible,True,True,-150.0,True,True,0.39448783516112695,0.39448783516112695,0.39448783516112695,2.6284484049393178,2.6284484049393178,2.6284484049393178,0.281113671280833,0.281113671280833,0.281113671280833,0.39448783516112695,0.39448783516112695,-0.1655907146814296,-0.1655907146814296,-0.1655907146814296,0.7966806391710974,0.7966806391710974,0.7966806391710974,9.816425467290748e-08,1.4359830413141585e-06,98164.25467290748,1435983.0413141586
1,18,"ARX(1,1)",True,True,-184.39618172424508,382.79236344849016,406.3868296453838,True,eligible,True,True,-150.0,True,True,0.394562467116639,0.394562467116639,0.394562467116639,2.6258161888033875,2.6258161888033875,2.6258161888033875,0.2810489568480621,0.2810489568480621,0.2810489568480621,0.394562467116639,0.394562467116639,-0.16560262247233673,-0.16560262247233673,-0.16560262247233673,0.797232631691257,0.797232631691257,0.797232631691257,9.816441113177245e-08,1.4360163720904646e-06,98164.41113177245,1436016.3720904647
1,19,"ARX(1,1)",True,True,-184.39617688985348,382.79235377970696,406.3868199766006,True,eligible,True,True,-150.0,True,True,0.3945263390934266,0.3945263390934266,0.3945263390934266,2.6275779909135166,2.6275779909135166,2.6275779909135166,0.2810733526263321,0.2810733526263321,0.2810733526263321,0.3945263390934266,0.3945263390934266,-0.16571867431270676,-0.16571867431270676,-0.16571867431270676,0.7971829445521198,0.7971829445521198,0.7971829445521198,9.815781474880072e-08,1.4359983239451224e-06,98157.81474880072,1435998.3239451223
1,20,"ARX(1,1)",True,True,-184.3961789421861,382.7923578843722,406.3868240812658,True,eligible,True,True,-150.0,True,True,0.39451731939916973,0.39451731939916973,0.39451731939916973,2.6273657168434723,2.6273657168434723,2.6273657168434723,0.2809303041646195,0.2809303041646195,0.2809303041646195,0.39451731939916973,0.39451731939916973,-0.1657712488968425,-0.1657712488968425,-0.1657712488968425,0.7974864626723723,0.7974864626723723,0.7974864626723723,9.816672977231062e-08,1.435907286570549e-06,98166.72977231062,1435907.2865705488
