model,eligible_ARX11_rows,p_q05,p_median,p_q95,n_q05,n_median,n_q95,sigma_p_median,sigma_n_median
BadGood,994,1.428537522056322,2.8130037725112156,6.4330147738318635,0.07135474227375263,0.3319698932596929,2.8341943152595137,0.23549086493254084,0.5555320130975405
