model_id,parameter,coef,std_err,t_value,p_value
M018,gamma[1],0.017105614733851967,0.05107040142891877,0.33494184998056153,0.7376689518915438
M018,omega,-0.45512069024003976,0.20181331398167615,-2.255156913390575,0.024123481325421414
M019,Const,0.02380878352631475,0.019575231733914015,1.2162708390862174,0.22388176617215283
M019,Inflation_lag_1,0.44171034385858343,0.04729576152895609,9.339321951463942,9.695299876394147e-21
M019,SPF,0.5519000961114431,0.0776042140318567,7.111728441510752,1.1459858066358945e-12
M019,alpha[1],0.2683863994850836,0.08849056482933632,3.032938031333577,0.002421853275788238
M019,alpha[2],0.0,0.11993980633881333,0.0,1.0
M019,beta[1],0.6277510847957676,0.12897852215910693,4.867097825957244,1.132489791906086e-06
M019,omega,0.006972455766124824,0.0031126607492671975,2.2400307414697616,0.025088927188057046
M020,Const,0.028344536947697403,0.018611633469049333,1.5229473003986265,0.12777189058927355
M020,Inflation_lag_1,0.430759764381167,0.050527134440867115,8.525315538827824,1.5239381450561756e-17
M020,SPF,0.5599344465814718,0.08378223977175857,6.68321171774421,2.337614687589363e-11
M020,alpha[1],0.18292301056395802,0.08755767816508972,2.0891715540818394,0.036692283077991626
M020,alpha[2],0.1963174455710146,0.15544771389343032,1.262916260740915,0.20661927549553327
M020,beta[1],0.5793905122395187,0.19914799253319426,2.909346485844918,0.003621852118588657
M020,gamma[1],0.04970600671047757,0.1240158786011574,0.4008035686328128,0.6885647512866766
M020,gamma[2],-0.1963174455997858,0.15098478311754834,-1.3002465648935229,0.19351647575701858
M020,omega,0.00777252713055898,0.004035838958854045,1.9258764310967325,0.05411980500095928
M021,Const,0.020800586114343086,0.0030407968360342545,6.8405050504692015,7.8914465127323e-12
M021,Inflation_lag_1,0.40514524190034784,0.013733247386180694,29.50105175473879,2.790895312189587e-191
M021,SPF,0.6273925701440232,0.0036181705725280506,173.40049551772734,0.0
M021,alpha[1],0.4109493727883877,0.08781955846150355,4.679474367529767,2.8761131179679667e-06
M021,alpha[2],-0.11805964353415763,0.11060291236546024,-1.0674189405072665,0.2857826993339192
M021,beta[1],0.8917372420518701,0.04365296942602449,20.427871317277333,9.45342045467588e-93
M021,gamma[1],-0.11154894299154836,0.06867723774023599,-1.62424912040682,0.10432265128915637
M021,gamma[2],0.1839043047944957,0.07469088274785315,2.462205533375915,0.01380855102346655
M021,omega,-0.31735476340403795,0.12941887821666126,-2.4521520181371965,0.014200465530716879
M022,Const,0.02420601972172282,0.019685022240996768,1.2296668718672032,0.21882187718040946
M022,Inflation_lag_1,0.4420229570065668,0.04747927554209513,9.30980837343799,1.2806318792987895e-20
M022,SPF,0.5495460558084698,0.07728025110638659,7.111080100554362,1.151382879393908e-12
M022,alpha[1],0.26011728562658315,0.08466744741883432,3.072223074587695,0.0021247087676188165
M022,alpha[2],0.12119304055046744,0.11805966058272707,1.0265406486201503,0.304636813645623
M022,beta[1],0.2535905758240811,0.18887797003389106,1.3426159534570308,0.17939636185317576
M022,beta[2],0.22007611633214003,0.11347722142383003,1.939385839473193,0.05245437349542615
M022,omega,0.009852963133106931,0.0038882198322706145,2.5340550581351953,0.01127510145307175
M023,Const,0.02763889960537006,0.01877290422761871,1.4722761736944088,0.14094631465282897
M023,Inflation_lag_1,0.42140931809212256,0.05161189072114702,8.164965712435292,3.215265306801465e-16
M023,SPF,0.5799169325883942,0.0790063515439174,7.34013052439252,2.133856520735227e-13
M023,alpha[1],0.20291269577602855,0.4563623302527932,0.4446306855862291,0.6565866681625755
M023,alpha[2],0.3152352641707321,0.20532162594031328,1.5353242150068038,0.12470420892325572
M023,beta[1],1.890990543090352e-15,1.5485504297777726,1.2211359131272991e-15,0.999999999999999
M023,beta[2],0.4423219816069106,0.9675408162215786,0.45716105635135657,0.6475552875205339
M023,gamma[1],0.05841731554846457,0.4226964512856562,0.13820157555329565,0.8900811099358559
M023,gamma[2],-0.2933852344816171,0.1685672615154957,-1.740463906478349,0.08177759249630225
M023,omega,0.010274350444753045,0.01013855572031858,1.013393892402477,0.31087205553668196
M024,Const,0.02080534407741322,0.0048367182749984175,4.301541436671754,1.696140470042406e-05
M024,Inflation_lag_1,0.40513047057461365,0.02051462436066688,19.7483738162605,8.284269813800761e-87
M024,SPF,0.6273959860035379,0.004061754932480162,154.4642639531286,0.0
M024,alpha[1],0.41094436834168957,0.09032157208109716,4.54979202501828,5.369896321193206e-06
