timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,message,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p,param_phi_n,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho_p,se_rho_n,se_phi_p,se_phi_n,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_method,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback,se_opg_ridge,se_used_opg_pseudoinverse,se_suppressed_parameters
2026-06-17T12:57:12,39,14,390014,"ARX(2,1)",-163.5593934510947,351.1187869021894,391.56644323972137,True,0,Optimization terminated successfully,0.1575408923826661,0.1899729725502148,0.5795498534838124,0.2830832034745186,0.2143095917186979,0.6632553243068132,0.4778172168603666,0.4041548637091976,0.03290710034014476,0.046913341978334924,0.04736653580847815,0.03145748679215517,0.04332033023502767,0.005816299704741301,0.05092373686678733,0.032849626218124824,0.2118559473523228,0.2240400972711222,0.2699320336691731,0.028346663742944967,0.028062124960569524,0.044652012300903876,0.2741799166535015,0.0139769569553229,,,-163.5593934509797,351.1187869019594,391.5664432394914,-163.5593934510947,351.1187869021894,391.56644323972137,-1.1499423635541461e-10,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.7938594452025103,0.9463385277813319,0.4041548637091976,9.885958233851415,40.72198024499735,40.72198024499735,0.13379160675457327,0.25538435258390113,8.908631372984862,8.81333012810596e-08,1.55759482968253e-06,88133.3012810596,1557594.82968253,0.40968825709143647,0.5798789737864843,1.7284786090811441,0.29846558578119914,0.7107888046157832,3.8716658431497013,0.1415646572191388,1.032012720651509,-0.21961243362145755,0.03837840967901376,0.0683018688249055,0.17535369852949653,0.29909951010133706,1.1455502779223399,1,OPG inverse fallback,OPG inverse fallback,1e-08,False,False,1e-08,False,
