timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,message,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p_plus,param_phi_p_minus,param_phi_n_plus,param_phi_n_minus,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho_p,se_rho_n,se_phi_p_plus,se_phi_p_minus,se_phi_n_plus,se_phi_n_minus,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback
2026-06-17T22:43:09,13,33,130033,"ARX(2,2)",-165.28053751457648,360.56107502915296,411.1206454510679,True,0,Optimization terminated successfully,0.0347116332514922,0.0294686300504652,0.95611013634025,0.5610678785349498,4.738606385458591e-09,0.0333502021673691,0.7783884022353471,0.0720177108935193,0.3802436542511406,0.5786735514441738,2.754702043615796e-06,5.316110924125242e-05,1.3284260619488948e-06,3.916918554380136e-06,0.0001716705638683676,0.00015445635457677747,0.07215707048313501,0.024891875552962447,5.082610962160861e-07,0.03208291989421093,0.193703831233687,0.1414908406731184,0.2283081396211198,1.024050701123178e-05,1.0832830777477349e-05,6.852765976216056e-06,0.1379651522026981,0.07602187927781426,0.363485666154233,0.140222412126898,-165.28053751455576,360.5610750291115,411.12064545102646,-165.28053751457648,360.56107502915296,411.1206454510679,-2.071942617476452e-11,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.9727852397932377,0.986270935099383,0.3802436542511406,3.247688299719421,5.624104179499402,5.624104179499402,0.17225967471750817,0.29693762662923046,2.0216787031733414,9.418299477072771e-08,1.4540961028009402e-06,94182.99477072772,1454096.1028009402,0.9805994756817719,1.1857921439186059,2.3678411863486497,0.08489410714414643,0.2556468718046672,2.8362990579741103,0.18344053518944223,1.154586856970051,-0.9825982718149117,0.04268639402957747,0.14784107385355436,0.19253787741408826,0.36613549449945354,2.084272626019632,1,computed,1e-08,False,False
