timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,message,param_p0,param_n0,param_rho_n,param_phi_n_plus,param_phi_n_minus,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho_n,se_phi_n_plus,se_phi_n_minus,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_method,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback,se_opg_ridge,se_used_opg_pseudoinverse,se_suppressed_parameters
2026-06-17T19:17:01,28,25,280025,"ARX(2,2)",-166.7909471938797,357.5818943877594,398.02955072529136,True,0,Optimization terminated successfully,0.4726792635823556,0.2112500107590004,0.4746637856535717,0.7576511903484819,0.2361916339743058,0.528068490112328,0.3824983898455403,0.14236213684650895,0.05174008580128333,0.02910282033564125,0.009801801221004975,0.03480177071727447,0.1365396801984404,0.03637537399822515,0.183066066776345,0.1660166466206108,0.2998839795057223,0.028957829358122047,0.037592819889320894,0.16311103493179524,0.0787014130063585,0.027318024732533665,0.3076127627094666,0.1027527933076564,-166.79094719084526,357.5818943816905,398.02955071922247,-166.7909471938797,357.5818943877594,398.02955072529136,-3.034443807337084e-09,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.0,0.9715851978149656,0.3824983898455403,0.4726792635823556,15.525028890548288,15.525028890548288,0.19243220715680526,0.2673981512491268,2.4031992397493527,9.342292807423636e-08,1.4198359559849685e-06,93422.92807423636,1419835.9559849685,0.4726792635823556,0.4726792635823556,0.4726792635823556,0.4590307749804464,0.9267525342449223,7.316500903730565,0.19896811073129755,1.202250402960149,-0.67967476541409,0.03548419663179758,0.08783295726206712,0.27948941474821914,0.33955936470268233,1.160200819101162,1,OPG inverse fallback,OPG inverse fallback,1e-08,False,False,1e-08,False,
