seed,draw,random_state,mean_type,success,status,loglik,AIC,BIC,corrected_loglik,corrected_AIC,corrected_BIC,selection_eligible,selection_reason,param_p0,param_n0,param_rho_n,param_phi_n_plus,param_phi_n_minus,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_median,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
1,11,10011,"ARX(1,1)",True,0,-168.01904374383594,356.0380874876719,389.7444677689485,-168.01904374383594,356.0380874876719,389.7444677689485,True,eligible,2.68936104721925,0.0495255570220237,0.5332482028898392,0.8645171866409204,0.0353090145405093,0.2345461041521081,0.4406652462713646,0.1205805604827346,0.1925402809488657,0.7623499279583315,,,2.68936104721925,2.68936104721925,2.68936104721925,0.12603369253071095,0.4313693822174343,4.71914800338848,0.17242075456792147,0.23171262783596414,1.0643386037536129,-0.738243357166377,-0.004424695707004336,0.04783104016410077,0.0773479658426031,0.14642982599279886,1.1165349695043505
1,12,10012,"ARX(1,1)",True,0,-168.06611784857472,356.13223569714944,389.83861597842605,-168.06611784857472,356.13223569714944,389.83861597842605,True,eligible,2.542406597043044,0.0459040088274111,0.5573275943109263,0.8206326532627315,0.0327034918724533,0.2425799409302016,0.4369159706768358,0.1163888274987156,0.1953477614082847,0.7620435510461644,,,2.542406597043044,2.542406597043044,2.542406597043044,0.1250123284982445,0.43506137581229587,4.7495131797353976,0.17347228586838281,0.23265927406720088,1.056268990708292,-0.7196855520837204,1.0925526511829098e-05,0.05173040632716188,0.08015565004015422,0.1479468515109082,1.0912875068342303
1,13,10013,"ARX(1,1)",True,0,-168.0210051181504,356.0420102363008,389.74839051757743,-168.0210051181504,356.0420102363008,389.74839051757743,True,eligible,2.7209502697486063,0.051033927210929,0.5302416839159603,0.8689520337249563,0.0355513274464519,0.2331537952310366,0.4463765445687334,0.1217173969720991,0.1915636470370262,0.762566162576161,,,2.7209502697486063,2.7209502697486063,2.7209502697486063,0.1275425321104063,0.4250398710131719,4.6157000999237,0.17332584728905728,0.23260279287354307,1.067600306694628,-0.7520810825634926,-0.006634472677613343,0.046285203607569846,0.07862551115371973,0.14949181787334778,1.1477414635173526
1,14,10014,"ARX(1,1)",True,0,-168.03390169727274,356.0678033945455,389.7741836758221,-168.03390169727274,356.0678033945455,389.7741836758221,True,eligible,2.561170721775377,0.0480230224976806,0.533232371349303,0.8651835318248174,0.0360273485828686,0.2424036925610395,0.4334333429269592,0.1197587860713585,0.1926828042999782,0.7643629466834106,,,2.561170721775377,2.561170721775377,2.561170721775377,0.12364832086924717,0.4386977709557439,4.851627873035337,0.17372236488437406,0.23290896056797156,1.0619417033962888,-0.7171440752863131,0.0015167909536547841,0.05282367900087075,0.07924105329174527,0.14595540129619747,1.080430146351717
1,15,10015,"ARX(1,1)",True,0,-168.01762174076822,356.03524348153644,389.74162376281305,-168.01762174076822,356.03524348153644,389.74162376281305,True,eligible,2.6499400224933085,0.0492521836131051,0.5325354801500948,0.8653231323399104,0.0360307906774353,0.236947307909347,0.4444682724009533,0.119811306083571,0.1925345375223393,0.7635907256540889,,,2.6499400224933085,2.6499400224933085,2.6499400224933085,0.12494840420776072,0.42527763645208044,4.6284585525199,0.17346211623590857,0.2327927702904366,1.0631397564837217,-0.7423040738127008,-0.004178292919364543,0.04856289369670484,0.07937610446653433,0.14970145676539626,1.1339219287101925
1,16,10016,"ARX(1,1)",True,0,-168.0386664427093,356.0773328854186,389.78371316669524,-168.0386664427093,356.0773328854186,389.78371316669524,True,eligible,2.539588837966711,0.0474169475539691,0.5393473507230362,0.8521676020042291,0.0369164721871558,0.2436307520676112,0.437538083479086,0.120459564379708,0.1957490766831345,0.7593408318030568,,,2.539588837966711,2.539588837966711,2.539588837966711,0.12439639373627122,0.43422518417128025,4.7400814923521795,0.17455408389186744,0.23386757569890718,1.0581788751717396,-0.7206287541820154,0.0007064181409814213,0.052610241200390685,0.08103788264916238,0.14916758044911696,1.0960024069818968
1,17,10017,"ARX(1,1)",True,0,-168.02089672540546,356.0417934508109,389.74817373208754,-168.02089672540546,356.0417934508109,389.74817373208754,True,eligible,2.617865488921585,0.0490761337409158,0.5264625679749859,0.8772036653546618,0.0368607365600584,0.2389379362571287,0.4442186234939739,0.1186990211524072,0.191982151963137,0.7657769217640387,,,2.617865488921585,2.617865488921585,2.617865488921585,0.12225241358215497,0.42711813312957736,4.633685244558751,0.1735815332958144,0.23374074227416247,1.0638234105177102,-0.740934678513628,-0.003458317966919325,0.04998936403877684,0.07975882005564597,0.15098618724418794,1.1337883884684004
1,18,10018,"ARX(1,1)",True,0,-168.01913079646295,356.0382615929259,389.7446418742025,-168.01913079646295,356.0382615929259,389.7446418742025,True,eligible,2.6240775740657534,0.0488675891956421,0.5341425767901146,0.8624688988618908,0.0358530595419731,0.2384325919901255,0.4435645486291043,0.1199285929196096,0.1928432647094161,0.7629964656125641,,,2.6240775740657534,2.6240775740657534,2.6240775740657534,0.12485184309873261,0.42619396036691015,4.645577244365006,0.1737436137182772,0.23303252727170615,1.0631941158395453,-0.7397110311294365,-0.003250530484808098,0.04934638987326531,0.07988343844732355,0.14987382616105288,1.129877134815848
1,19,10019,"ARX(1,1)",True,0,-168.07299384586923,356.14598769173847,389.8523679730151,-168.07299384586923,356.14598769173847,389.8523679730151,True,eligible,2.936442461964189,0.0521786520635729,0.5270804058826929,0.8760189424984899,0.0341327190691096,0.2227870069220228,0.4507614062607828,0.1230684931643412,0.18600729149622,0.7675049778559592,,,2.936442461964189,2.936442461964189,2.936442461964189,0.12808444457242937,0.42007431303521736,4.588754960502208,0.17177247945999877,0.23110068772431136,1.078117589174953,-0.7756115616491003,-0.01200650240001501,0.04147923077629328,0.0751316466360809,0.1474595595404061,1.180070630545303
1,20,10020,"ARX(1,1)",True,0,-168.01955074499458,356.03910148998915,389.74548177126576,-168.01955074499458,356.03910148998915,389.74548177126576,True,eligible,2.71132637989451,0.050513922397993,0.5303807209567066,0.8688280662085293,0.0360026611750674,0.2335397261919483,0.4438235196562636,0.1205678287288637,0.1919478358091543,0.763493646694463,,,2.71132637989451,2.71132637989451,2.71132637989451,0.12678745586505744,0.42802892112019997,4.651454878548914,0.17285242628881775,0.2321907642463806,1.064118323051701,-0.7442273433379354,-0.005769308841893389,0.046902191163863426,0.07790905083694537,0.14803960239133507,1.1312747343567737
1,21,10021,"ARX(1,1)",True,0,-168.042852572198,356.085705144396,389.7920854256726,-168.042852572198,356.085705144396,389.7920854256726,True,eligible,2.842847143902056,0.0528092128936498,0.5316983191093889,0.8637110150630173,0.0364316934741256,0.2268406737774553,0.4446843994969603,0.1212254320579932,0.1918014091905617,0.7634709291209851,,,2.842847143902056,2.842847143902056,2.842847143902056,0.13221533725280327,0.43126488344248887,4.621155943361014,0.17242832593609514,0.23156364374012417,1.0600903629727374,-0.7463452063006334,-0.009479393082350004,0.04311371349114311,0.0761835110228274,0.14634551306576765,1.1293637080482013
