timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,message,param_p0,param_n0,param_rho,param_phi_plus,param_phi_minus,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho,se_phi_plus,se_phi_minus,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_method,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback,se_opg_ridge,se_used_opg_pseudoinverse,se_suppressed_parameters
2026-06-17T21:14:49,35,12,350012,"ARX(2,2)",-167.9012262540652,359.8024525081304,400.25010884566234,True,0,Optimization terminated successfully,0.176189959523031,0.0900313449797408,0.6852381248883626,0.412826477819561,0.0808505492890751,0.3591555349190415,0.5026251678349569,0.06881739002678537,0.03933418683350655,0.058710040747846685,0.0559504265704762,0.08708009377329051,0.06703690856849273,0.06205916196223656,0.2005874149175744,0.1977845758684648,0.2256638079492871,0.039709594445366446,0.027343435279073732,0.2153528728807641,0.2404563483439739,0.03889512830413971,0.119731137870784,0.1589599889932012,-167.90122625445278,359.8024525089056,400.2501088464375,-167.9012262540652,359.8024525081304,400.25010884566234,3.8758685150241945e-10,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.9320766384426806,0.9320766384426806,0.3591555349190415,9.525943006302676,4.864121225456005,9.525943006302676,0.15669693884327274,0.3005283217286012,2.457610053954169,8.878611120999734e-08,1.516812245594434e-06,88786.11120999734,1516812.245594434,0.634732677860629,1.1646878275482206,5.6628750871867135,0.32431256422437904,0.594905082953749,2.891657573092546,0.1638076317631349,1.4609949450221495,-0.20965655629496877,-0.04316483629862786,-0.023549568638515244,0.18755986655498863,0.34408786725505125,1.6726762485237499,1,OPG inverse fallback,OPG inverse fallback,1e-08,False,False,1e-08,False,
