seed,draw,random_state,mean_type,success,status,loglik,AIC,BIC,corrected_loglik,corrected_AIC,corrected_BIC,selection_eligible,selection_reason,param_p0,param_n0,param_rho,param_phi_plus,param_phi_minus,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_median,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
35,30,350030,"ARX(1,1)",True,0,-170.06435451894583,360.12870903789167,393.8350893191683,-170.06435451894583,360.12870903789167,393.8350893191683,True,eligible,1.6867637659156038,0.0506591999997811,0.5180883402515376,0.557528843758396,0.0446217338226761,0.1842104652342292,0.6463602880751216,0.1277064552660986,0.226170834933566,0.7137691515028656,,,3.588722749070899,4.730135873432977,19.843539616139584,0.11230451702807355,0.20502442624108888,1.4325810991849066,0.16869667054482218,0.24616548172882868,1.2718667175690914,-0.5256209308443295,-0.050934991916000615,-0.015787320797855817,0.14240488256716974,0.2473916064969205,1.6373658693065007
35,31,350031,"ARX(1,1)",True,0,-170.06435693916575,360.1287138783315,393.8350941596081,-170.06435693916575,360.1287138783315,393.8350941596081,True,eligible,1.689406679890773,0.0506034288546465,0.5177496896407213,0.5578488255160905,0.0447050592119166,0.1841086343821162,0.6468331799448775,0.1277911414735283,0.2260254685646086,0.7137937590625455,,,3.591660618342808,4.735042046193655,19.87513571365119,0.1120898660037224,0.2047312843753836,1.4313011665719158,0.16864052326494033,0.24615710388410866,1.2725340083988266,-0.5266443999054343,-0.0510404503777896,-0.015842056525489565,0.14248946940785837,0.24767437576756285,1.6403317948830116
35,32,350032,"ARX(1,1)",True,0,-170.0644463687428,360.1288927374856,393.8352730187622,-170.0644463687428,360.1288927374856,393.8352730187622,True,eligible,1.6821029906159792,0.0509087405883625,0.5181856515587884,0.5566626863664671,0.0446279820526512,0.1845156789209462,0.6430664380340259,0.1277144570632251,0.2262724451249655,0.7138750339912638,,,3.5792829961208006,4.714526857079833,19.741470546845292,0.11290253874591255,0.2063774777603358,1.4435364861632245,0.16854948546401594,0.24585514546687076,1.2690708701474174,-0.5197267490269725,-0.04987109852441848,-0.015078064006609552,0.14073845817406233,0.244545155646022,1.6184593096790867
35,33,350033,"ARX(1,1)",True,0,-170.06444100320596,360.1288820064119,393.8352622876885,-170.06444100320596,360.1288820064119,393.8352622876885,True,eligible,1.6761334722980148,0.050620999265307,0.5195011521348739,0.5554994436558748,0.0443167698989507,0.1845714628069366,0.6447060430666736,0.1275698724668517,0.2265433659366478,0.7136197335420816,,,3.577217637899447,4.709454733061842,19.721356672769193,0.11262571444377825,0.20543602329794336,1.435821922313362,0.16867614580618387,0.24582386488464059,1.2686335291960524,-0.5215077068984093,-0.05030670436034636,-0.015375358591030062,0.14165323979711755,0.24574153258194598,1.625652427083567
35,34,350034,"ARX(1,1)",True,0,-170.06436367519768,360.12872735039537,393.835107631672,-170.06436367519768,360.12872735039537,393.835107631672,True,eligible,1.6908365881474885,0.0506447292814211,0.5173811781154497,0.5583286171672845,0.0448300394505382,0.1841054072422454,0.6466109495981969,0.1277949335373047,0.2260328460390867,0.7137917853667208,,,3.591775770625599,4.736365619974547,19.88068799144471,0.11208608671393624,0.20488580654514216,1.4325987221266334,0.16860635889841036,0.2462020977298944,1.2728296831194557,-0.5264915250951869,-0.05096799938477285,-0.015778422164239518,0.1423228542964506,0.24754792500118786,1.6396565357658397
35,35,350035,"ARX(1,1)",True,0,-170.064402650448,360.128805300896,393.8351855821726,-170.064402650448,360.128805300896,393.8351855821726,True,eligible,1.687393190646403,0.0506050809817182,0.5185849682567616,0.5570424055200817,0.0445412141722454,0.1840642067137635,0.6454102469872157,0.127831235461327,0.2257065931323501,0.7140820529056979,,,3.59403402551305,4.73563231408536,19.89109487761538,0.11234204693214017,0.20520276750577762,1.4378425223548987,0.16856112335882698,0.24591959401514454,1.2728425887544403,-0.5250406895008901,-0.050682124293476974,-0.015580983886031598,0.14171193455356315,0.2462518879519025,1.633935043460194
35,36,350036,"ARX(1,1)",True,0,-170.06439997248864,360.1287999449773,393.8351802262539,-170.06439997248864,360.1287999449773,393.8351802262539,True,eligible,1.6890561914623308,0.0506788241979795,0.5182454790438099,0.5570110518992089,0.0446628923679932,0.1839385916499503,0.6450104759919598,0.1276379105346977,0.2260947115556566,0.7139179654735628,,,3.594955507171445,4.738766611528974,19.886225631969783,0.11241533828801363,0.20544417010856136,1.4372775362224435,0.16839869772982102,0.24580129959959815,1.2707815462103658,-0.5238698928134733,-0.050639999059867304,-0.015588382176000698,0.1414373658714564,0.24590635659258642,1.6292358499924893
35,37,350037,"ARX(1,1)",True,0,-170.0643832486709,360.1287664973418,393.8351467786184,-170.0643832486709,360.1287664973418,393.8351467786184,True,eligible,1.6899071979045257,0.0505022075192622,0.5176562259959812,0.5582172826524274,0.0448284632526413,0.1841002857294879,0.6484617039553524,0.1278512728537344,0.2257770079067813,0.7137957554377271,,,3.5921489130016346,4.736795552486697,19.906367272109755,0.1118335864175235,0.20410386617843218,1.4267860341917038,0.16877471030113728,0.24637001262855288,1.2746520286277416,-0.5296921838885246,-0.05153866274960679,-0.016161694636481847,0.14340656191088202,0.2491886250105426,1.6509287772405707
35,38,350038,"ARX(1,1)",True,0,-170.06435815138667,360.12871630277334,393.83509658404995,-170.06435815138667,360.12871630277334,393.83509658404995,True,eligible,1.6847585650991224,0.0505104911192051,0.5182208243885412,0.5574964503284301,0.0446006866590529,0.1842704446499131,0.6475581507533534,0.1277737586641173,0.2260608560113569,0.7137406470139767,,,3.5855817868242723,4.726123376626391,19.841573880802834,0.112007585947218,0.20437440519572386,1.4283560774642983,0.16871888493562182,0.246178977539098,1.2726872622170367,-0.5274181316446752,-0.051210380860998966,-0.015959368077298346,0.14297646132788053,0.24831671906434294,1.6442257800668278
35,39,350039,"ARX(1,1)",True,0,-170.06451861204724,360.1290372240945,393.8354175053711,-170.06451861204724,360.1290372240945,393.8354175053711,True,eligible,1.7028936397477643,0.0505730500132695,0.5162143219248799,0.5600423802218258,0.0452192952415767,0.1836082007022317,0.6487140955580707,0.1277981387957107,0.2255908030536277,0.714176506946503,,,3.6083823218360638,4.763256918420684,20.025464337730103,0.11161128946241504,0.2041365428675177,1.426765933975786,0.1686150579720983,0.24648555763661584,1.275523756612801,-0.5311024443600013,-0.0517188555871448,-0.016269103733723627,0.143202224311024,0.24939344539332509,1.6526165315022405
