timestamp,seed,draw,random_state,mean_type,success,optimizer_success,status,message,loglik,AIC,BIC,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p_plus,param_phi_n_minus,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho_p,se_rho_n,se_phi_p_plus,se_phi_n_minus,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback
2026-06-17T23:14:57,3,39,300394,"ARX(2,2)",True,True,0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH,-167.90175404844138,361.80350809688275,405.62180246254235,1.2658160849862337,0.0507502588838466,0.7076240961087449,0.1317109745115589,0.4249538576138402,1.2625559859712594,0.1486250335832167,0.9893420546522848,0.8133295386336666,0.05115581684379434,0.12172528993109126,0.05851590777275892,0.17575109777481876,0.9302299767502137,0.04302262010934518,0.6370521376563317,0.1246306536479742,0.261665286619996,0.2914778799242513,0.07353855008018458,0.07695611072476856,0.3909328036765369,0.1743337349737642,0.0766515963643691,0.1749024778331072,0.3304695147425681,-167.90175404845985,361.8035080969197,405.6218024625793,-167.90175404844138,361.80350809688275,405.62180246254235,1.8474111129762605e-11,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.9201010249156649,0.7629889674971886,0.1486250335832167,47.698787022051604,12.085519366756708,47.698787022051604,0.15543168966060134,0.276615167106175,12.075610660440274,9.040176546002e-08,1.4929010446177614e-06,90401.76546002,1492901.0446177614,4.5793396468578,7.203199373680149,28.666368708262507,0.058448713775246325,0.06969102692120849,0.674395405989983,0.16987407621401596,1.0805650075325677,-1.2027856638779086,-0.09266047490610688,0.0659674797532787,0.35754002923552425,0.4377684188699267,3.8912613367922386,1,computed,1e-08,False,False
