model_label,attempt,method,llf,converged,stationary,distribution_valid,transition_valid,checks_passed,iterations,warnflag,stationarity_reason,distribution_reason,transition_reason,error
"ARX(1,1)_normal_r2_arN_spfN_nuN",1,lbfgs,-177.1889357250539,Y,Y,Y,Y,Y,25.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",2,bfgs,-177.18893579236646,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",3,lbfgs,-177.18893572780564,Y,Y,Y,Y,Y,25.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",4,bfgs,-177.18893580402084,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",5,lbfgs,-177.18893572725236,Y,Y,Y,Y,Y,24.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",6,bfgs,-177.1889357957972,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",7,lbfgs,-177.1889363689563,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",8,bfgs,-177.18893582011566,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",9,lbfgs,-177.18893582488732,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",10,bfgs,-177.18893581615055,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",11,lbfgs,-177.18893572217974,Y,Y,Y,Y,Y,25.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",12,bfgs,-177.1889357927956,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",13,lbfgs,-177.18893586452612,Y,Y,Y,Y,Y,28.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",14,bfgs,-177.18893579097255,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",15,lbfgs,-177.18893572333167,Y,Y,Y,Y,Y,24.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",16,bfgs,-177.18893579565457,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",17,lbfgs,-177.1889357283441,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",18,bfgs,-177.18893582348977,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",19,lbfgs,-177.18893573715758,Y,Y,Y,Y,Y,25.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",20,bfgs,-177.18893580865324,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",21,lbfgs,-177.18893573570568,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",22,bfgs,-177.18893582089578,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",23,lbfgs,-177.18893573828944,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",24,bfgs,-177.1889358111643,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",25,lbfgs,-177.1889358524421,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",26,bfgs,-177.18893581201104,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",27,lbfgs,-177.18893572750108,Y,Y,Y,Y,Y,23.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",28,bfgs,-177.18893581769976,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",29,lbfgs,-177.1889359145668,Y,Y,Y,Y,Y,28.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",30,bfgs,-177.18893579962864,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",31,lbfgs,-177.188935721742,Y,Y,Y,Y,Y,24.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",32,bfgs,-177.18893581590225,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",33,lbfgs,-177.18893577972858,Y,Y,Y,Y,Y,27.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",34,bfgs,-177.18893579090332,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",35,lbfgs,-177.1889357267967,Y,Y,Y,Y,Y,25.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",36,bfgs,-177.18893574339427,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",37,lbfgs,-177.18893586849566,Y,Y,Y,Y,Y,28.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",38,bfgs,-177.1889357883046,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",39,lbfgs,-177.1889358728969,Y,Y,Y,Y,Y,28.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",40,bfgs,-177.18893580163945,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",41,lbfgs,-177.1889357307129,Y,Y,Y,Y,Y,24.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",42,bfgs,-177.18893580256258,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",43,lbfgs,-177.18893584077665,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",44,bfgs,-177.1889358070066,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",45,lbfgs,-177.18893588893746,Y,Y,Y,Y,Y,28.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",46,bfgs,-177.18893580993029,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",47,lbfgs,-177.18893575699602,Y,Y,Y,Y,Y,26.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",48,bfgs,-177.18893582241654,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",49,lbfgs,-177.18893630153056,Y,Y,Y,Y,Y,27.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arN_spfN_nuN",50,bfgs,-177.1889358020352,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",1,lbfgs,-175.1175159089164,Y,Y,Y,Y,Y,37.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",2,bfgs,-175.11751465063713,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",3,lbfgs,-175.11751474117932,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",4,bfgs,-175.11751467262496,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",5,lbfgs,-175.11751501926238,Y,Y,Y,Y,Y,37.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",6,bfgs,-175.11751465052745,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",7,lbfgs,-175.11751762584777,Y,Y,Y,Y,Y,47.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",8,bfgs,-175.11751465015132,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",9,lbfgs,-175.1175149449258,Y,Y,Y,Y,Y,47.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",10,bfgs,-175.11751465015365,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",11,lbfgs,-175.11751513266995,Y,Y,Y,Y,Y,35.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",12,bfgs,-175.11751465079783,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",13,lbfgs,-175.1175147370696,Y,Y,Y,Y,Y,40.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",14,bfgs,-175.11751465061855,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",15,lbfgs,-175.11751614431643,Y,Y,Y,Y,Y,36.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",16,bfgs,-175.1175146501417,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",17,lbfgs,-175.11751630090117,Y,Y,Y,Y,Y,38.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",18,bfgs,-175.1175146564562,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",19,lbfgs,-175.1175176442871,Y,Y,Y,Y,Y,47.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",20,bfgs,-175.11751465010707,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",21,lbfgs,-175.11751604090426,Y,Y,Y,Y,Y,36.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",22,bfgs,-175.11751465012549,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",23,lbfgs,-175.11751494742816,Y,Y,Y,Y,Y,40.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",24,bfgs,-175.11751465199558,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",25,lbfgs,-175.11751495372937,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",26,bfgs,-175.11751465030093,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",27,lbfgs,-175.11751466869256,Y,Y,Y,Y,Y,37.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",28,bfgs,-175.11751465071103,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",29,lbfgs,-175.11751489885287,Y,Y,Y,Y,Y,38.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",30,bfgs,-175.11751465017238,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",31,lbfgs,-175.1175147037335,Y,Y,Y,Y,Y,40.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",32,bfgs,-175.11751465031506,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",33,lbfgs,-175.11751610176867,Y,Y,Y,Y,Y,34.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",34,bfgs,-175.11751465012733,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",35,lbfgs,-175.11751466631227,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",36,bfgs,-175.11751465072592,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",37,lbfgs,-175.1175148369245,Y,Y,Y,Y,Y,37.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",38,bfgs,-175.11751465363494,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",39,lbfgs,-175.11751534904369,Y,Y,Y,Y,Y,43.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",40,bfgs,-175.1175146504799,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",41,lbfgs,-175.117515027681,Y,Y,Y,Y,Y,36.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",42,bfgs,-175.1175146503445,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",43,lbfgs,-175.1175148675412,Y,Y,Y,Y,Y,40.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",44,bfgs,-175.11751465072032,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",45,lbfgs,-175.11751499915601,Y,Y,Y,Y,Y,47.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",46,bfgs,-175.11751465014783,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",47,lbfgs,-175.1175148205133,Y,Y,Y,Y,Y,40.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",48,bfgs,-175.1175146510485,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",49,lbfgs,-175.11751478886612,Y,Y,Y,Y,Y,38.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfN_nuN",50,bfgs,-175.11751465049502,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",1,lbfgs,-175.09240029704358,Y,Y,Y,Y,Y,43.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",2,bfgs,-175.09239876592838,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",3,lbfgs,-175.09240025675848,Y,Y,Y,Y,Y,42.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",4,bfgs,-175.0923987443619,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",5,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",6,bfgs,-175.09239875562585,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",7,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",8,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",9,lbfgs,-175.0923999534729,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",10,bfgs,-175.0923987732706,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",11,lbfgs,-175.09240039663243,Y,Y,Y,Y,Y,31.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",12,bfgs,-175.0923987425107,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",13,lbfgs,-175.09239989430154,Y,Y,Y,Y,Y,55.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",14,bfgs,-175.0923987569966,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",15,lbfgs,-175.09239892866339,Y,Y,Y,Y,Y,41.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",16,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",17,lbfgs,-175.0924041741634,Y,Y,Y,Y,Y,33.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",18,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",19,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",20,bfgs,-175.0923987417527,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",21,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",22,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",23,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",24,bfgs,-201.2649186754404,Y,Y,N,Y,N,,0.0,stationary,sigma2[0]_boundary,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",25,lbfgs,-175.09239968376232,Y,Y,Y,Y,Y,43.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",26,bfgs,-175.0923987332294,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",27,lbfgs,-175.09239931493485,Y,Y,Y,Y,Y,48.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",28,bfgs,-175.09239884669717,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",29,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",30,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",31,lbfgs,-175.09240118422824,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",32,bfgs,-175.09239874848657,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",33,lbfgs,-175.0924006897115,Y,Y,Y,Y,Y,43.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",34,bfgs,-204.8606854713882,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",35,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",36,bfgs,-175.0923987755329,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",37,lbfgs,-175.09239937744337,Y,Y,Y,Y,Y,42.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",38,bfgs,-175.0923987673433,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",39,lbfgs,-175.09239887693556,Y,Y,Y,Y,Y,41.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",40,bfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",41,lbfgs,-175.09240041889353,Y,Y,Y,Y,Y,39.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",42,bfgs,-175.09239875256088,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",43,lbfgs,-175.09239926706704,Y,Y,Y,Y,Y,45.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",44,bfgs,-175.09239875061064,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",45,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",46,bfgs,-175.0923987250825,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",47,lbfgs,,N,N,N,N,N,,,fit_failed,fit_failed,fit_failed,Steady-state probabilities could not be constructed.
"ARX(1,1)_normal_r2_arY_spfY_nuN",48,bfgs,-175.09239875788847,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",49,lbfgs,-175.0924032092951,Y,Y,Y,Y,Y,34.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r2_arY_spfY_nuN",50,bfgs,-175.09239871874058,Y,Y,Y,Y,Y,,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r3_arN_spfN_nuN",1,lbfgs,-174.5434259122971,Y,Y,Y,N,N,146.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",2,bfgs,-174.54342962997828,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",3,lbfgs,-174.54663871723088,Y,Y,Y,Y,Y,65.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r3_arN_spfN_nuN",4,bfgs,-173.72345565251882,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",5,lbfgs,-174.54345135796484,Y,Y,Y,N,N,196.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",6,bfgs,-173.7234237014839,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",7,lbfgs,-173.72345886411262,Y,Y,Y,N,N,126.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",8,bfgs,-174.54342417286108,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",9,lbfgs,-174.54376456680595,Y,Y,Y,N,N,137.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",10,bfgs,-174.54342851785333,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",11,lbfgs,-174.54342369834575,Y,Y,Y,N,N,162.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",12,bfgs,-174.3060905004169,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",13,lbfgs,-174.5434260415949,Y,Y,Y,N,N,180.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",14,bfgs,-174.54343082542422,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",15,lbfgs,-174.54359023966106,Y,Y,Y,N,N,179.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",16,bfgs,-174.54342578907978,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",17,lbfgs,-173.72618081614215,Y,Y,Y,N,N,65.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",18,bfgs,-174.30608424452834,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",19,lbfgs,-174.30611112647483,Y,Y,Y,N,N,196.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",20,bfgs,-174.54342384820978,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",21,lbfgs,-174.54344403486033,Y,Y,Y,N,N,187.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",22,bfgs,-173.72346169207418,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",23,lbfgs,-174.543426131429,Y,Y,Y,N,N,197.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",24,bfgs,-174.54342406963917,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",25,lbfgs,-173.72342846464215,Y,Y,Y,N,N,164.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",26,bfgs,-174.5434349340344,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",27,lbfgs,-174.30929314695373,Y,Y,Y,Y,Y,231.0,0.0,stationary,ok,ok,
"ARX(1,1)_normal_r3_arN_spfN_nuN",28,bfgs,-174.5434265937305,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",29,lbfgs,-174.54343501497448,Y,Y,Y,N,N,160.0,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",30,bfgs,-174.54342390853748,Y,Y,Y,N,N,,0.0,stationary,ok,transition_boundary,
"ARX(1,1)_normal_r3_arN_spfN_nuN",31,lbfgs,-174.54344274942926,Y,Y,Y,N,N,166.0,0.0,stationary,ok,transition_boundary,
