timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,message,param_p0,param_n0,param_rho_p,param_phi_p_plus,param_phi_p_minus,param_sigma_p,param_sigma_n,se_p0,se_n0,se_rho_p,se_phi_p_plus,se_phi_p_minus,se_sigma_p,se_sigma_n,param_c,param_rho_1,param_phi_1,se_c,se_rho_1,se_phi_1,param_rho_2,se_rho_2,param_phi_2,se_phi_2,stored_loglik,stored_AIC,stored_BIC,corrected_loglik,corrected_AIC,corrected_BIC,corrected_loglik_delta,selection_shape_reference,selection_high_shape_density,selection_loglik_upper_threshold,selection_loglik_plausible,selection_bounds_ok,selection_constraints_ok,selection_mean_stationary,selection_implied_variance_bounds_ok,selection_recursion_init_p,selection_recursion_init_n,selection_eligible,selection_reason,selection_persistence_p,selection_persistence_n,selection_sigma_min,selection_max_p_t,selection_max_n_t,selection_shape_max,selection_cond_var_min,selection_cond_var_median,selection_cond_var_max,selection_cond_var_lower_min,selection_cond_var_lower_max,selection_cond_var_upper_min,selection_cond_var_upper_max,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95,rank,se_message,se_method,se_hessian_ridge,se_used_pseudoinverse,se_used_opg_fallback,se_opg_ridge,se_used_opg_pseudoinverse,se_suppressed_parameters
2026-06-17T20:19:41,31,40,310040,"ARX(2,2)",-170.27042470913614,364.5408494182723,404.9885057558042,True,0,Optimization terminated successfully,0.1443001487740538,0.4054708343861419,0.737712248294385,0.4073998461812109,0.0184100063021145,0.3622803750903769,0.5749934709031314,0.03210627740792125,0.052501436602391045,0.01715595532648833,0.028524864869608105,0.03226927810446513,0.040838576169751985,0.07357928811504207,0.1460418372892881,0.1848988274696959,0.978698327007508,0.03356792453723862,0.04321319651925809,0.10484735684363865,0.0811969023675566,0.04391660262920284,-0.3698728085057697,0.08905687797883963,-170.27042470922254,364.5408494184451,404.988505755977,-170.27042470913614,364.5408494182723,404.9885057558042,8.640199666842818e-11,200.0,False,-150.0,True,True,True,True,True,,,True,eligible,0.9506171745360477,0.0,0.3622803750903769,10.340578810526896,0.4054708343861419,10.340578810526896,0.21033194887498863,0.2839701889891808,1.491226422975891,9.415700605967684e-08,1.4276941716834957e-06,94157.00605967685,1427694.1716834956,0.6222588593792738,1.142230745528131,5.682100639674303,0.4054708343861419,0.4054708343861419,0.4054708343861419,0.21572540235845006,0.879814811574387,-0.09498773772055366,-0.04554024392346592,0.38618538280803916,0.33024047055634886,0.383982040356613,0.8531992063218661,1,OPG inverse fallback,OPG inverse fallback,1e-08,False,False,1e-08,False,
