timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_n,param_phi_n_plus,param_phi_n_minus,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC,selection_cond_var_median,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
2026-06-11T16:01:22,1,1,10001,"ARX(2,1)",-163.2935577827819,348.5871155655638,385.6641338749681,True,0,1.3898807268650315,2.7592033191491394,0.2589334835031352,1.0065493551632825,0.1778386155440658,0.3313345159362757,0.1429564244302882,0.1718734624055344,0.1484554701946187,0.6422065103652377,0.1074982031045477,,-163.29355778708253,348.58711557416507,385.6641338835694,0.27438740655459437,1.3898807268650315,1.3898807268650315,1.3898807268650315,3.8483760128056237,5.960047273387148,36.845386902023556,0.2312321538788295,0.9055768632333608,-0.11417701109346474,0.06628816463632081,0.07862680587214677,0.11015050784830405,0.11544217194850939,0.1928381407180507
2026-06-11T16:01:43,1,2,10002,"ARX(2,1)",-153.31067800245938,328.62135600491877,365.6983743143231,True,0,0.9351391144110882,0.7514623902762572,0.5452165483953937,0.7992911440816074,0.0773427100728505,0.2935315625543244,0.1388300006809916,0.0749650362590625,0.1408068954666697,0.7426723916538596,0.026066272963419,,-153.31067800525648,328.6213560105129,365.69837431991726,0.20457705736946827,0.9351391144110882,0.9351391144110882,0.9351391144110882,1.9898274276204522,6.433860598766266,57.845165886522715,0.11892378820457357,1.195466684054096,-0.2622605379941379,0.012869877100690846,0.036652363933673826,0.04608810434427294,0.05599327233392905,0.17058233947885879
2026-06-11T16:02:10,1,3,10003,"ARX(2,1)",-5.118469055752229,32.23693811150446,69.31395642090874,True,0,4.44366923167497,5.614563510353882,0.9331945347848026,0.0248871102007496,0.0040979583192729,0.3095357335585175,0.1306691156558053,0.0768851213044459,0.2400553810800871,0.8304759255269449,0.0590282301832742,,-5.118469055604123,32.23693811120825,69.31395642061253,1.8956742771398722,4.44366923167497,4.44366923167497,4.44366923167497,84.51388858150328,86.0887799164341,95.66710612438233,1.8687839245192863,2.0592186205075613,-0.1633106553062289,-0.12057026586949815,-0.11354278867628874,0.3925904918964224,0.3953453145868065,0.4120998612582534
2026-06-11T16:02:56,1,4,10004,"ARX(2,1)",-161.13870787868092,344.27741575736184,381.35443406676615,True,0,3.9453733462796574,0.0374755014430345,0.111001297384047,1.1816703578339778,0.595620175119549,0.1761749575627829,0.0523783472745856,-0.185097937512515,0.3656951578345478,0.6274083069538477,0.3805526279507347,,-161.1387078628198,344.2774157256396,381.3544340350439,0.1790686469599762,3.9453733462796574,3.9453733462796574,3.9453733462796574,1.338601511789782,20.63562808223749,319.8163044421126,0.1261274231578849,0.999868218676673,-0.048767908093927954,0.03721634192648899,0.04276228953738398,0.02286471580520067,0.02373617851499102,0.037247317238133536
2026-06-11T16:03:54,1,5,10005,"ARX(2,1)",-146.1376830393861,314.2753660787722,351.3523843881765,True,0,4.5020305573829615,1.598921044543707,0.353257233546649,1.074305966429286,0.0788828960357491,0.1635177076411128,0.103999912149775,0.1433719170735894,0.0859813311096961,0.9239204763203096,-0.1000029942995972,,-146.1376830418253,314.2753660836506,351.35238439305493,0.2005967229723159,4.5020305573829615,4.5020305573829615,4.5020305573829615,2.7335414412337524,7.416917730174369,110.90226684740917,0.14994141060971547,1.3198923680531958,-0.21013225883091216,0.022681038685163073,0.03321733475642278,0.021230333950755728,0.024517655548140813,0.09715534301505432
2026-06-11T16:04:17,1,6,10006,"ARX(2,1)",-165.04844789951858,352.09689579903716,389.17391410844147,True,0,0.7899756493711104,1.030182566078366,0.3541877144934072,0.9018709569319774,0.3267633756308888,0.3987565187403059,0.1789612935346297,0.1651752287836257,0.1292365525212638,0.6121030012993788,0.1316577609811533,,-165.0484478995549,352.0968957991098,389.1739141085141,0.25042280840354836,0.7899756493711104,0.7899756493711104,0.7899756493711104,1.7731271303527258,3.897048599337498,32.54120278880003,0.18239966843218666,1.1678132761040498,-0.27285078232703647,0.05550398722500484,0.07985100546412896,0.1307510207562539,0.1438225423896085,0.3201109252815041
2026-06-11T16:04:50,1,7,10007,"ARX(2,1)",-66.29191120443853,154.58382240887707,191.66084071828135,True,0,1.886841904245697,0.2032138138853335,0.5688786681656213,0.6213844526056689,0.240088446600922,0.212388758127013,0.0920268119989835,0.1925372654410063,0.2319425847490365,0.4574183429057245,-0.0177101860402482,,-66.29191121128099,154.58382242256198,191.66084073196623,0.20819715692270158,1.886841904245697,1.886841904245697,1.886841904245697,1.9200647184921924,14.533544920792407,163.0612902692421,0.10137442398103376,1.4660688482654378,-0.21801552168378954,0.013500321632293508,0.03316143275557448,0.023862582433737966,0.029290630564837872,0.09320762552774368
2026-06-11T16:05:08,1,8,10008,"ARX(2,1)",-167.70998443872313,357.41996887744625,394.49698718685056,True,0,2.738726071820648,0.041885982307425,0.5426104131214727,0.8341930796206777,0.0458407487835048,0.2346914814399683,0.4681185052774602,0.1239805120021669,0.1947335904243617,0.6943986334972273,0.0620702002368419,,-167.70998443916724,357.4199688783345,394.4969871877388,0.2356812837681215,2.738726071820648,2.738726071820648,2.738726071820648,0.11124536374829047,0.38712221423536264,3.8248014541911126,0.17522702807326598,0.9889969005089333,-0.7138987370905892,-0.008616776068834,0.0479827355582403,0.08190484778773051,0.16139068413463126,1.1518572963126092
2026-06-11T16:05:29,1,9,10009,"ARX(2,1)",-163.42060137085912,348.84120274171823,385.91822105112254,True,0,1.3848090795972858,1.231463524754254,0.1799300394453224,0.6366254940324966,0.4592679096991229,0.3543776636560551,0.2212809290890789,0.1322966669894195,0.2859559727307543,0.6265185900022567,0.0622787361481881,,-163.42060137091235,348.8412027418247,385.918221051229,0.29090834360751994,1.3848090795972858,1.3848090795972858,1.3848090795972858,1.565016495642133,2.389431976805177,10.698720900758957,0.25054063381597086,0.6977747495889982,-0.10858382698999992,0.07147972567143211,0.08934493432717666,0.15355445437270648,0.1654141442818467,0.2849480349658524
2026-06-11T16:05:54,1,10,10010,"ARX(2,1)",-116.81170466321058,255.62340932642115,292.70042763582546,True,0,1.8656512495401136,3.0146768625364806,0.3939190739202992,0.8776642535832073,0.1604897621183185,0.3018725174070351,0.1474317462282753,0.555128558572125,0.3035819604841553,-0.2765363957049075,0.113332378817879,,-116.81170465698,255.62340931396,292.7004276233643,0.36546121456981867,1.8656512495401136,1.8656512495401136,1.8656512495401136,5.2626490844224305,8.991944455090874,93.54464245817339,0.28440080363860487,2.2033087874329444,-0.49690178059052476,0.04501237334669221,0.06891412921383307,0.1078740112177898,0.1184456440340333,0.3581316940963798
2026-06-11T16:06:31,1,11,10011,"ARX(2,1)",-163.53068451577792,349.06136903155584,386.13838734096015,True,0,0.7749969141676398,8.58809878407618,0.3990486547119823,0.6305399876965501,0.1333126938493261,0.3310828907912204,0.1008464934501437,0.1242362248487493,0.2240427695917365,0.6500922740293961,0.0409236543673269,,-163.53068451392528,349.06136902785056,386.13838733725487,0.28081815817930633,0.7749969141676398,0.7749969141676398,0.7749969141676398,14.678115705380524,19.25918342746275,78.18750678633303,0.23422862962480706,0.8801201048767824,-0.10412754929968054,0.016747450384890353,0.026144231557323535,0.06498138492602666,0.06782428221890131,0.10439374181082987
