model_label,mean_process,has_intercept,intercept_switches_by_regime,endog,exog_cols,error_distribution,k_regimes,switching_ar,switching_spf,switching_distribution,switching_nu,sample_start,sample_end,nobs,llf,aic,bic,hqic,converged,stationary,stationarity_reason,distribution_valid,distribution_reason,transition_valid,transition_reason,checks_passed,selection_status,iterations,warnflag,fit_strategy,fit_attempts,fit_converged_candidates,fit_valid_candidates
Constant_normal_r3_arN_spfN_nuN,Constant,N,N,SPF_shock,,Normal,3,N,N,Y,N,1969-02,2026-05,688,39.86448816906126,-61.72897633812252,-20.92487679672243,-45.94321042398491,True,True,no_ar_terms,True,ok,False,transition_boundary,False,fallback_highest_llf_no_valid_attempt,,0,bfgs#12|fallback_highest_llf_no_valid_attempt,50,50,0
