timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_p,param_phi_p_plus,param_phi_p_minus,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC,selection_cond_var_median,selection_p_t_q05,selection_p_t_median,selection_p_t_q95,selection_n_t_q05,selection_n_t_median,selection_n_t_q95,selection_cond_var_q05,selection_cond_var_q95,selection_cond_skewness_q05,selection_cond_skewness_median,selection_cond_skewness_q95,selection_cond_excess_kurtosis_q05,selection_cond_excess_kurtosis_median,selection_cond_excess_kurtosis_q95
2026-06-17T19:11:53,1,1,10001,"ARX(2,2)",-170.98332596061184,365.9666519212237,406.4143082587556,True,0,1.4129235476851136,0.0816173250226181,0.6721532081829305,0.4696194057618797,0.0265464668578586,0.1588018250656883,1.217892110376706,0.1500512301430225,0.2401326292160056,0.4497848129322384,0.1215596673774114,0.0648471209233562,-170.9833259606109,365.9666519212218,406.41430825875375,0.2957894305109128,4.583643390496074,6.928760550314714,28.195661962179063,0.0816173250226181,0.0816173250226181,0.0816173250226181,0.2366502199066711,0.8320985680864337,-0.25816364118042173,-0.23938081202662634,-0.06904707233383027,1.0948696836219431,1.1038179262705023,1.1849658524709419
2026-06-17T19:12:42,1,2,10002,"ARX(2,2)",-170.98332596704714,365.9666519340943,406.4143082716262,True,0,1.4129477795826515,0.0816153367752492,0.6721504693899538,0.4696191040479304,0.0265475915940813,0.1588005049266135,1.2179307027935626,0.1500502060641024,0.2401312280527819,0.4497449449810786,0.1215621966666343,0.0648842038158744,-170.98332596704984,365.9666519340997,406.4143082716316,0.29579203456373127,4.583682611530556,6.928791720478926,28.196299789936862,0.0816153367752492,0.0816153367752492,0.0816153367752492,0.2366540102420734,0.8321075538176155,-0.2581850914209389,-0.23940279517565557,-0.06906844466066418,1.0949795687737818,1.1039274831560784,1.1850750257604605
2026-06-17T19:13:35,1,3,10003,"ARX(2,2)",-170.98332595454767,365.96665190909533,406.4143082466273,True,0,1.4129142264166434,0.0816133976833976,0.6721598727975929,0.4696101868396926,0.0265461956211946,0.1587995573204687,1.2179485906801135,0.1500469733010277,0.2401291844452551,0.4497882775377165,0.1215607737617738,0.0648492893004203,-170.98332595454946,365.9666519090989,406.41430824663087,0.29579472290891323,4.583720923838283,6.928954064428451,28.19634557926627,0.0816133976833976,0.0816133976833976,0.0816133976833976,0.2366542766277078,0.8321009023056956,-0.25819142876872964,-0.23940847539034887,-0.06907810763746708,1.0950169982798574,1.103965172324831,1.1851103333170017
2026-06-17T19:14:09,1,4,10004,"ARX(2,2)",-170.9833259582673,365.9666519165346,406.41430825406655,True,0,1.4128584211832131,0.0816162740010149,0.6721655641970972,0.4696014301216875,0.0265464613458932,0.158800885855795,1.2179147142292917,0.1500449285387381,0.2401295943598187,0.4497764797689225,0.121562757034736,0.0648608738259502,-170.9833259582658,365.9666519165316,406.41430825406354,0.29579233832606666,4.583629848962366,6.928841441614932,28.195597663298326,0.0816162740010149,0.0816162740010149,0.0816162740010149,0.23665144587908246,0.8320914707127698,-0.2581770223768919,-0.2393937701551251,-0.06906421554171968,1.0949353293923225,1.1038837206685306,1.185029173148626
2026-06-17T19:14:50,1,5,10005,"ARX(2,2)",-170.98332596222417,365.96665192444834,406.4143082619803,True,0,1.4128028531424075,0.0816104576611773,0.6721782749977273,0.4695856355001311,0.0265435993066727,0.158799983698312,1.2179820752052015,0.1500398889413233,0.2401268897283108,0.4498007971388703,0.1215631295370693,0.0648434120981224,-170.9833259622202,365.9666519244404,406.41430826197234,0.29579865892491175,4.583645003870226,6.9289819143375775,28.19561736378119,0.0816104576611773,0.0816104576611773,0.0816104576611773,0.2366552782482004,0.8320886522669139,-0.2582054402706241,-0.23942150449597444,-0.06909582009541888,1.0950965764468168,1.1040452425312304,1.1851883902498663
2026-06-17T19:15:41,1,6,10006,"ARX(2,2)",-170.98332595633588,365.96665191267175,406.4143082502037,True,0,1.4129098227056671,0.0816138451617531,0.6721555757884639,0.4696162528702144,0.0265460202203331,0.1588013818942644,1.217938472026714,0.1500472052020893,0.2401294787085852,0.4498055824831884,0.1215586216381912,0.0648338637008661,-170.9833259563344,365.9666519126688,406.4143082502008,0.2957936780647611,4.583638921802817,6.928806857057183,28.19577126891882,0.0816138451617531,0.0816138451617531,0.0816138451617531,0.2366535170932217,0.8321014109935241,-0.2581850869663363,-0.23940200839087689,-0.06906919017154162,1.0949875892331515,1.1039359257351862,1.185083186480711
2026-06-17T19:17:17,1,7,10007,"ARX(2,2)",-170.98332595571515,365.9666519114303,406.41430824896224,True,0,1.4128925628754303,0.0816132722865961,0.6721570139315324,0.4696134626482753,0.0265463409836589,0.1588016129209326,1.2179485227334037,0.1500453770253233,0.240128458414612,0.4497905298640673,0.1215591930431986,0.0648509943245591,-170.98332595571333,365.96665191142665,406.4143082489586,0.2957943831478731,4.583606634247652,6.928769121405271,28.195672888339292,0.0816132722865961,0.0816132722865961,0.0816132722865961,0.23665418749003903,0.832102147194192,-0.2581904160351623,-0.23940729911731512,-0.06907422321216639,1.0950155717191588,1.1039639395058685,1.1851114410684322
2026-06-17T19:19:01,1,8,10008,"ARX(2,2)",-170.98332595713845,365.9666519142769,406.41430825180885,True,0,1.4129408087437036,0.0816143726487069,0.672153502718972,0.469617320386354,0.0265468511855796,0.1588002869617537,1.2179382466485775,0.1500477042603514,0.2401283733978486,0.449810722805442,0.121557474214794,0.0648313591148682,-170.9833259571376,365.9666519142752,406.4143082518072,0.29579407181172795,4.583707542995415,6.928888768381888,28.19613258081084,0.0816143726487069,0.0816143726487069,0.0816143726487069,0.23665439123362908,0.832101454895238,-0.2581870390097118,-0.2394042425164547,-0.0690727098497176,1.0949935352304834,1.1039416756497036,1.1850877644480433
2026-06-17T19:19:41,1,9,10009,"ARX(2,2)",-170.98332595535902,365.96665191071804,406.41430824825,True,0,1.412881904566095,0.081615165337668,0.6721600989257253,0.4696101697256348,0.0265459465053818,0.1588014461361531,1.2179300488701732,0.1500458834548823,0.2401304748000113,0.4497869772460869,0.1215600356370914,0.0648512458450767,-170.98332595535658,365.9666519107132,406.4143082482451,0.29579400340510875,4.583619289200412,6.928802899944598,28.19562182555412,0.081615165337668,0.081615165337668,0.081615165337668,0.23665339928123325,0.8320985013947163,-0.25818385137292227,-0.23940062445244792,-0.06906876475230136,1.0949751644001822,1.1039235751944068,1.1850704121247377
2026-06-17T19:21:03,1,10,10010,"ARX(2,2)",-170.98332595648122,365.96665191296245,406.4143082504944,True,0,1.412927394910693,0.0816130227775926,0.6721551798863835,0.4696174801632021,0.0265463153169203,0.1588004422780067,1.217944354348943,0.1500464362680569,0.2401271721032335,0.4498034987577405,0.1215574106424653,0.0648415988405076,-170.98332595648185,365.9666519129637,406.4143082504957,0.2957936076989214,4.583689427208175,6.928888064468226,28.196190857745954,0.0816130227775926,0.0816130227775926,0.0816130227775926,0.23665337235109785,0.8321035272191422,-0.2581866353809014,-0.23940364432158184,-0.06907113948579534,1.0949973266353596,1.103945568497931,1.1850921998046617
